"Study_ID","Citation","Data Source Notes","SAR_TYPE","Island.Type","Study location","Biogeo_realm","Island_area","Species Richness"
"24","Wetterer, J. K., & O’Hara, B. C. (2002). Ants (Hymenoptera: Formicidae) of the Dry Tortugas, the outermost Florida Keys. Florida Entomologist, 85(2), 303–307. https://doi.org/10.1653/0015-4040(2002)085[0303:ahfotd]2.0.co;6",NA,"Insular","Continental","Dry tortugas","Neotropic",170000,18
"25","Wetterer, J. K., Espadaler, X., Wetterer, A. L., Aguin-Pombo, D., & Franquinho-Aguiar, A. M. (2007). Ants (Hymenoptera: Formicidae) of the Madeiran archipelago. Sociobiology, 49(3), 265–297.",NA,"Insular","Oceanic","Madeiran Archipelago","Palearctic",2730000,2
"25","Wetterer, J. K., Espadaler, X., Wetterer, A. L., Aguin-Pombo, D., & Franquinho-Aguiar, A. M. (2007). Ants (Hymenoptera: Formicidae) of the Madeiran archipelago. Sociobiology, 49(3), 265–297.",NA,"Insular","Oceanic","Madeiran Archipelago","Palearctic",14211265,9
"25","Wetterer, J. K., Espadaler, X., Wetterer, A. L., Aguin-Pombo, D., & Franquinho-Aguiar, A. M. (2007). Ants (Hymenoptera: Formicidae) of the Madeiran archipelago. Sociobiology, 49(3), 265–297.",NA,"Insular","Oceanic","Madeiran Archipelago","Palearctic",42165006,11
"25","Wetterer, J. K., Espadaler, X., Wetterer, A. L., Aguin-Pombo, D., & Franquinho-Aguiar, A. M. (2007). Ants (Hymenoptera: Formicidae) of the Madeiran archipelago. Sociobiology, 49(3), 265–297.",NA,"Insular","Oceanic","Madeiran Archipelago","Palearctic",7.41e+08,27
"29","Terayama, M. (1992). Structure of ant communities in East Asia I. Regional differences and species richness. Bulletin of the Biogeographic Society of Japan, 41, 1–31.",NA,"Insular","Oceanic","East Asia","Palearctic",7.9e+10,61
"29","Terayama, M. (1992). Structure of ant communities in East Asia I. Regional differences and species richness. Bulletin of the Biogeographic Society of Japan, 41, 1–31.",NA,"Insular","Oceanic","East Asia","Palearctic",1.8e+10,96
"29","Terayama, M. (1992). Structure of ant communities in East Asia I. Regional differences and species richness. Bulletin of the Biogeographic Society of Japan, 41, 1–31.",NA,"Insular","Oceanic","East Asia","Palearctic",3.6e+10,123
"29","Terayama, M. (1992). Structure of ant communities in East Asia I. Regional differences and species richness. Bulletin of the Biogeographic Society of Japan, 41, 1–31.",NA,"Insular","Oceanic","East Asia","Palearctic",3.6e+10,205
"31","Sugiura, S. (2010). Species interactions-area relationships: Biological invasions and network structure in relation to island area. Proceedings of the Royal Society B: Biological Sciences, 277(1689), 1807–1815. https://doi.org/10.1098/rspb.2009.2086",NA,"Insular","Oceanic","Japan","Palearctic",1450000,8
"31","Sugiura, S. (2010). Species interactions-area relationships: Biological invasions and network structure in relation to island area. Proceedings of the Royal Society B: Biological Sciences, 277(1689), 1807–1815. https://doi.org/10.1098/rspb.2009.2087",NA,"Insular","Oceanic","Japan","Palearctic",490000,8
"31","Sugiura, S. (2010). Species interactions-area relationships: Biological invasions and network structure in relation to island area. Proceedings of the Royal Society B: Biological Sciences, 277(1689), 1807–1815. https://doi.org/10.1098/rspb.2009.2088",NA,"Insular","Oceanic","Japan","Palearctic",7850000,11
"31","Sugiura, S. (2010). Species interactions-area relationships: Biological invasions and network structure in relation to island area. Proceedings of the Royal Society B: Biological Sciences, 277(1689), 1807–1815. https://doi.org/10.1098/rspb.2009.2089",NA,"Insular","Oceanic","Japan","Palearctic",20800000,13
"31","Sugiura, S. (2010). Species interactions-area relationships: Biological invasions and network structure in relation to island area. Proceedings of the Royal Society B: Biological Sciences, 277(1689), 1807–1815. https://doi.org/10.1098/rspb.2009.2090",NA,"Insular","Oceanic","Japan","Palearctic",23990000,16
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-9",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",459200,29
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-10",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",836300,39
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-11",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",911600,48
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-12",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",101700,49
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-13",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",305500,49
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-14",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",275200,50
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-15",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",796400,50
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-16",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",381700,52
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-17",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",225600,53
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-18",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",833700,54
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-19",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",2957600,56
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-20",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",249300,57
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-21",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",317400,58
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-22",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",370300,59
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-23",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",500500,59
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-24",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",879400,61
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-25",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",2505200,62
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-26",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",3479300,67
"32","Leal, I. R., Filgueiras, B. K. C., Gomes, J. P., Iannuzzi, L., & Andersen, A. N. (2012). Effects of habitat fragmentation on ant richness and functional composition in Brazilian Atlantic forest. Biodiversity and Conservation, 21(7), 1687–1701. https://doi.org/10.1007/s10531-012-0271-27",NA,"Mainland","Habitat-Patches","Brazil, Usina Serra Grande","Neotropic",3.5e+07,67
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",2e+07,2
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",1.53e+08,4
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",7e+07,4
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",1.03e+08,5
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",2.61e+08,5
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",1.82e+08,8
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",4.61e+08,8
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",4.16e+08,8
"33","Wetterer, J.K., X. Espadaler, A.L. Wetterer, and S.G.M. Cabral. 2004. Native and exotic ants of the Azores (Hymenoptera: Formicidae). Sociobiology 44: 1-20.",NA,"Insular","Oceanic","Azores, Portugal","Palearctic",7.69e+08,12
"34","Wetterer, J.K. 2006. Ants (Hymenoptera: Formicidae) of Niue, Polynesia. Pacific Science 60: 413-416.",NA,"Insular","Oceanic","Niue, Polynesia","Oceania",261600000,33
"35","Wetterer, J.K., D. Lubertazzi, and E.O. Wilson. 2019. Ants (Hymenoptera: Formicidae) of Grenada. Bulletin of the Museum of Comparative Zoology 162(5): 1-38.",NA,"Insular","Continental","West Indian Isands","Neotropic",3.44e+08,70
"35","Wetterer, J.K., D. Lubertazzi, and E.O. Wilson. 2019. Ants (Hymenoptera: Formicidae) of Grenada. Bulletin of the Museum of Comparative Zoology 162(5): 1-38.",NA,"Insular","Continental","West Indian Isands","Neotropic",3.81e+08,82
"35","Wetterer, J.K., D. Lubertazzi, and E.O. Wilson. 2019. Ants (Hymenoptera: Formicidae) of Grenada. Bulletin of the Museum of Comparative Zoology 162(5): 1-38.",NA,"Insular","Continental","West Indian Isands","Neotropic",3.81e+08,85
"36","Wetterer, J.K., X. Espadaler, P. Ashmole, C. Cutler, and J. Endeman. 2007. Ants (Hymenoptera: Formicidae) of the South Atlantic islands of Ascension Island, St Helena, and Tristan da Cunha. Myrmecological News 10: 29-37",NA,"Insular","Oceanic","Mid-Atlantic Ridge Islands","Afrotropic",1.03e+08,1
"36","Wetterer, J.K., X. Espadaler, P. Ashmole, C. Cutler, and J. Endeman. 2007. Ants (Hymenoptera: Formicidae) of the South Atlantic islands of Ascension Island, St Helena, and Tristan da Cunha. Myrmecological News 10: 29-37",NA,"Insular","Oceanic","Mid-Atlantic Ridge Islands","Afrotropic",9.7e+07,10
"36","Wetterer, J.K., X. Espadaler, P. Ashmole, C. Cutler, and J. Endeman. 2007. Ants (Hymenoptera: Formicidae) of the South Atlantic islands of Ascension Island, St Helena, and Tristan da Cunha. Myrmecological News 10: 29-37",NA,"Insular","Oceanic","Mid-Atlantic Ridge Islands","Afrotropic",1.26e+08,16
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",6.34e+08,13
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",2.33e+08,13
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",6.7e+07,14
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",3.52e+08,14
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",2.79e+08,16
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",6.34e+08,19
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",7.87e+08,20
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",4.75e+08,22
"37","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Oceanic","Cabo Verde, Atlantic","Afrotropic",9.4e+08,24
"38","Wetterer, unpublished data","Access was given in the form of unpublished manuscripts. Please contact James Wetterer at wetterer@fau.edu","Insular","Continental","Ireland","Palearctic",8.1638e+10,28
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",2.5711e+10,43
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",83009119,10
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",67002992,16
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",3499073.9,11
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",3.16e+08,26
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",5449335,4
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",20199317,13
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",34561,7
"39","Baroni-Urbani, C. (1968). Studi sulla mirmecofauna d’Italia. IV. La fauna mirmecologica delle isole Maltesi ed il suo significato ecologico e biogeografico. Ann. Mus. Civ. Stor. Nat. “Giacomo Doria,”77, 408–559.",NA,"Insular","Continental","Malta Archipelago","Palearctic",36259.834,1
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",224008000,31
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",23799401,31
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",19321311,24
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",10391032,14
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",10360000,16
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",2999206.2,15
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",2227390,22
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",699296.8,7
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",4000,7
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",35071,3
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",16000,8
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",16000,2
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",2500,6
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",5300,6
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",12000,5
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",14000,2
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",13750,7
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",3120,1
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",14000,11
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",150,1
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",5500,6
"40","Baroni-Urbani, C. (1971). Studien zur Ameisenfauna Italiens XI. Die Ameisen des Toskanischen Archipels. Betrachtungen zur Herkunft der Inselfaunen. Rev. Suisse Zool., 7(78), 1037–1067.",NA,"Insular","Continental","Tuscan Archipelago","Palearctic",5300,6
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",7e+06,18
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",1e+06,22
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",1e+06,10
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",270000,2
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",23000,1
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",18000,4
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",4000,3
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",3800,4
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",3700,1
"41","Baroni Urbani, C. 1974. Studi sulla mirmecofauna d'Italia. XII. Le Isole Pontine. Fragm. Entomol. 9: 225-252.",NA,"Insular","Oceanic","Pontine islands","Palearctic",2000,1
"42","Baroni Urbani, C. 1976. Le formiche dell'arcipelago della Galita (Tunisia). Redia 59: 207-223.",NA,"Insular","Oceanic","Galite Islands","Palearctic",8270000,15
